section_a,section_b,mesh_similarity
Tuberculosis Research Section,International HIV/STD Section,0.07045030089230131
Lung and Vascular Inflammation Section,Infectious Disease Pathogenesis Section,0.07043603258265453
Vector Biology Section,Infectious Disease Fellowship Training Program,0.07042253521126761
Vector-Pathogen-Host Interaction Unit,Molecular Pathology Section,0.07041139240506329
Malaria Cell Biology Section,LID Clinical Studies Unit,0.07041072925398156
Structural Virology Section,Building NIHAC/103,0.07040229885057471
Molecular Pathogenesis Unit,Functional Cellular Networks Section,0.07039337474120083
Host-Pathogen Interactions and Structural Vaccinology Section,Emerging Respiratory Viruses Section,0.07039239001189061
Medical Virology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.07039239001189061
Tuberculosis Research Section,Physiology Unit,0.07038748666903662
Molecular Parasitology and Entomology Unit,Malaria Infection Biology and Immunity Unit,0.07034632034632035
TSE/Prion Molecular Biology Section,LID Clinical Studies Unit,0.07033639143730887
Malaria Genetics Section,Chemotaxis Signal Section,0.07033202427704391
Fungal Pathogenesis Section,Clinical Microbiome Unit (CMU),0.07032348804500703
Emerging Virus Immunity Unit,Computational Biology Unit,0.07031778228532792
TSE/Prion Molecular Biology Section,Multiscale Systems Biology Section,0.0703030303030303
Molecular Parasitology Section,Computational Biology Unit,0.07029765674477517
Research Technology Branch,Building NIHAC/103,0.07028753993610223
Neuroimmunology Unit,Apicomplexan Molecular Physiology Section,0.07027406886858749
Molecular Entomology Unit,Clinical and Molecular Retrovirology Section,0.0702682281828485
Immunity to Pulmonary Pathogens Section,Epithelial Therapeutics Unit,0.0702656383890317
Innate Immunity and Pathogenesis Section,Immune Deficiency Genetics Section,0.07025033960799534
Pathogen-Host Cell Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.070242656449553
Molecular Entomology Unit,Disease Modeling and Transmission Section,0.07022995649471722
Malaria Functional Genomics Section,Biology of Vector-Borne Viruses Section,0.07022708158116064
Vector Molecular Biology Section,TSE/Prion Molecular Biology Section,0.0702226572057744
Pathogen-Host Cell Biology Section,Biology of Vector-Borne Viruses Section,0.07022106631989597
Lung and Vascular Inflammation Section,Apicomplexan Molecular Physiology Section,0.07021996615905245
Translational Autoinflammatory Disease Studies Unit,Computational Biology Unit,0.07020057306590258
Prion Cell Biology Unit,Pathogen-Host Cell Biology Section,0.07013469577333953
Inflammation & Innate Immunity Unit,DNA Tumor Virus Section,0.07013201320132013
Molecular Pathogenesis Unit,Clinical Microbiome Unit (CMU),0.07011866235167206
Malaria Infection Biology and Immunity Unit,Biology of Vector-Borne Viruses Section,0.07010785824345146
Vector-Pathogen-Host Interaction Unit,Coxiella Pathogenesis Section,0.07008861779261134
Neuroimmunological Diseases Section,Epithelial Therapeutics Unit,0.07007575757575757
Structural Immunology Section,Infectious Disease Pathogenesis Section,0.07006369426751592
TSE/Prion Molecular Biology Section,Pathogenesis and Immunity Section,0.07006369426751592
Vaccine Development Unit,TSE/Prion Molecular Biology Section,0.07006369426751592
TSE/Prion and Retroviral Pathogenesis Section,Mast Cell Biology Section,0.07004704652378463
TSE/Prion Molecular Biology Section,Infectious Disease Fellowship Training Program,0.07004377736085053
Lymphocyte Activation Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07003841229193342
Twinbrook Imaging Facility,Molecular Genetics Section (Laboratory of Bacteriology),0.07003610108303249
Scientist Emerita,Immune Deficiency Genetics Section,0.0700218818380744
Microbial Pathogenesis Section,Emerging Virus Immunity Unit,0.07001123174840884
Structural Immunology Section,Disease Modeling and Transmission Section,0.07000983284169125
Vector Biology Section,Signaling Systems Section,0.06998992950654583
Structural Virology Section,Immune Activation Section,0.06998037933289732
Structural Virology Section,Molecular Signaling Section,0.06998037933289732
Structural Virology Section,Mucosal Immunity Section,0.06996521066872825
Malaria Genetics Section,Buildings 4 and 10/11C127,0.06995884773662552
Viral Budding Unit,Cellular Biology Section,0.06992739778372183
Translational Immunobiology Unit,Building NIHAC/103,0.06991260923845194
Salmonella-Host Cell Interactions Section,LID Clinical Studies Unit,0.06989853438556934
Molecular Pathology Section,Infectious Disease Pathogenesis Section,0.06987788331071913
Viral Epidemiology and Immunity Unit,Neuroimmunological Diseases Section,0.06986899563318777
Translational Allergic Immunopathology Unit,Pathogenesis and Immunity Section,0.06985074626865671
Vaccine Development Unit,Translational Allergic Immunopathology Unit,0.06985074626865671
Molecular Microbiology Section,Functional Cellular Networks Section,0.06983962752198655
Chlamydial Diseases Section,Allergy and Immunology Clinical Training Program,0.06983805668016195
Vector Biology Section,T-Lymphocyte Biology Section,0.06979542719614922
Twinbrook III,Primary Immune Deficiency Clinic,0.06978723404255319
Pathology Core,Genetic Engineering Section,0.06976744186046512
Primary Immune Deficiency Clinic,Epithelial Therapeutics Unit,0.06976744186046512
Prion Cell Biology Unit,Physiology Unit,0.06976744186046512
Viral Immunity and Pathogenesis Unit,Twinbrook III,0.06974552309142319
Neuroimmunological Diseases Section,Biological Imaging,0.06972301814708691
Viral Epidemiology and Immunity Unit,Molecular Parasitology Section,0.06971975393028025
Transplant Infectious Diseases Consult Service,Molecular Pathology Section,0.06971005552128316
Twinbrook III,Plague Section,0.06970509383378017
Vector-Pathogen-Host Interaction Unit,RNA Viruses Section,0.06967354942899988
Tick-Pathogen Transmission Unit,Chlamydial Diseases Section,0.06964091403699674
RML Flow Cytometry Unit,Emerging Respiratory Viruses Section,0.06963249516441006
RML Flow Cytometry Unit,Medical Virology Section,0.06963249516441006
Viral Pathogenesis Section (Laboratory of Immunoregulation),Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.069630557294928
LID Clinical Studies Unit,Autoimmunity and Functional Genomics Section,0.06962025316455696
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Immunobiology and Molecular Virology Unit,0.06958571074175143
Viral Immunology Section,Biological Imaging,0.06957621758380772
RML Flow Cytometry Unit,Hepatic Pathogenesis Section,0.06956521739130435
Viral Pathogenesis Section (Laboratory of Viral Diseases),Functional Cellular Networks Section,0.06955380577427822
Microbial Pathogenesis Section,HIV Immunovirology Section,0.06955234924158342
Transplant Infectious Diseases Consult Service,Neuroimmunology Unit,0.0695517774343122
Twinbrook Imaging Facility,Malaria Genetics Section,0.06954813359528488
Vector-Pathogen-Host Interaction Unit,Epidemiology and Population Studies Unit,0.06954628780934922
TSE/Prion Molecular Biology Section,Epithelial Therapeutics Unit,0.06954436450839328
Viral Biochemistry Section,Vector Molecular Biology Section,0.0695210770249393
Tick-Pathogen Transmission Unit,Flow Cytometry Section,0.06951871657754011
Vector-Pathogen-Host Interaction Unit,Neuroimmunological Diseases Section,0.06951746699380769
Inflammation & Innate Immunity Unit,Host-Parasite Interactions Section,0.0695142378559464
Prion Cell Biology Unit,Cellular Biology Section,0.0694980694980695
Translational Immunobiology Unit,Human Eosinophil Section,0.06949152542372881
Molecular Entomology Unit,Epithelial Therapeutics Unit,0.06947608200455581
Structural Informatics Unit,Molecular Pathogenesis Unit,0.06946107784431138
Scientist Emerita,Immunopathogenesis Section (Laboratory of Immunoregulation),0.06944076331831434
Nonhuman Primate Virology Section,Infectious Disease Pathogenesis Section,0.06943150046598323
Caliciviruses Section,Allergy and Immunology Clinical Training Program,0.06942277691107644
Mosquito Immunity and Vector Competence Section,HIV Immunovirology Section,0.06939214631522324
Prion Cell Biology Unit,Lymphocyte Biology Section,0.06936150666054203
Viral Pathogenesis and Vaccine Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.06932668329177058
Lymphocyte Activation Section,HIV-Specific Immunity Section,0.06932432432432432
TSE/Prion Biochemistry Section,HIV Pathogenesis Section,0.06932296728215095
Clinical Microbiome Unit (CMU),Antibacterial Host Defense Unit,0.0693196405648267
TSE/Prion and Retroviral Pathogenesis Section,Apicomplexan Molecular Physiology Section,0.06928714190539641
Mast Cell Biology Section,Caliciviruses Section,0.06928327645051195
Host-Parasite Interactions Section,Emerging Respiratory Viruses Section,0.06926406926406926
Medical Virology Section,Host-Parasite Interactions Section,0.06926406926406926
Translational Immunobiology Unit,Prion Cell Biology Unit,0.06924643584521385
Translational Mycology Section,Biological Imaging,0.06924315619967794
Tick-Pathogen Transmission Unit,LID Clinical Studies Unit,0.0692167577413479
HIV Immunovirology Section,Chemotaxis Signal Section,0.06920232435287903
Neuroimmunological Diseases Section,Genetic Engineering Section,0.06919917864476385
Transplant Infectious Diseases Consult Service,Translational Immunobiology Unit,0.06918238993710692
Inflammation & Innate Immunity Unit,HIV-Specific Immunity Section,0.06917885264341957
Physiology Unit,Human Immunological Diseases Section,0.0691747572815534
Vector-Pathogen-Host Interaction Unit,Neuroimmunology Unit,0.0691595358105732
Translational Autoinflammatory Disease Studies Unit,Integrative Immunobiology Section,0.06912878787878787
TSE/Prion Biochemistry Section,Clinical Research Section,0.06911519198664441
Clinical Research Section,Autoimmunity and Functional Genomics Section,0.06911447084233262
Transplant Infectious Diseases Consult Service,Immunopathogenesis Section (Laboratory of Immunoregulation),0.06910680142037695
Multiscale Systems Biology Section,Molecular Pathogenesis Unit,0.06908267270668177
Mucosal Immunity Section,Gene Regulation Section,0.06907256499805976
TSE/Prion Molecular Biology Section,Malaria Infection Biology and Immunity Unit,0.06903765690376569
Helminth Immunology Section,Autoimmunity and Functional Genomics Section,0.06896551724137931
Genetic Engineering Section,Flow Cytometry Section,0.06894287590282337
Systems Genomics Section,Antibacterial Host Defense Unit,0.06893617021276596
Twinbrook Imaging Facility,Allergy and Immunology Clinical Training Program,0.06892067620286085
Viral Epidemiology and Immunity Unit,T-Cell Tolerance and Memory Section,0.06892067620286085
Structural Virology Section,Epithelial Therapeutics Unit,0.06891891891891892
Epidemiology and Population Studies Unit,Disease Modeling and Transmission Section,0.06890561667631731
TSE/Prion and Retroviral Pathogenesis Section,HIV Immunovirology Section,0.0688976377952756
TSE/Prion and Retroviral Pathogenesis Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.06889352818371608
Metaorganism Immunity Section,DNA Tumor Virus Section,0.06887937187723055
Vector-Pathogen-Host Interaction Unit,RML Microscopy Unit,0.06885434657455383
Twinbrook Imaging Facility,Nonhuman Primate Virology Section,0.06884681583476764
Tuberculosis Research Section,Structural Virology Section,0.06883561643835616
Genetic Engineering Section,Clinical Pathophysiology Section,0.06882106523040096
T-Lymphocyte Biology Section,Clinical Microbiome Unit (CMU),0.0687984496124031
Pathogen-Host Cell Biology Section,LID Clinical Studies Unit,0.06879039704524469
Vector-Pathogen-Host Interaction Unit,HIV Immunovirology Section,0.06873940079140757
Host-Pathogen Interactions and Structural Vaccinology Section,Epithelial Therapeutics Unit,0.06873315363881402
Mucosal Immunobiology Section,Malaria Genetics Section,0.06871794871794872
Metaorganism Immunity Section,Hepatic Pathogenesis Section,0.06870229007633588
Structural Virology Section,Barrier Immunity Section,0.06869600987248047
Multiscale Systems Biology Section,DNA Tumor Virus Section,0.06866952789699571
LID Clinical Studies Unit,Coxiella Pathogenesis Section,0.06865671641791045
Viral Pathogenesis Section (Laboratory of Immunoregulation),Multiscale Systems Biology Section,0.06864161849710983
Infectious Disease Pathogenesis Section,Clinical and Molecular Retrovirology Section,0.0686359687228497
Plague Section,Epithelial Therapeutics Unit,0.06862745098039216
Scientist Emerita,Genetic Engineering Section,0.06862106406080347
Signaling Systems Section,Immune Deficiency Genetics Section,0.06861775756377299
Structural Virology Section,Fungal Pathogenesis Section,0.0686046511627907
Molecular Genetics Section (Laboratory of Bacteriology),Disease Modeling and Transmission Section,0.06859635210150675
Office of the Animal Program Director,Multiscale Systems Biology Section,0.06859205776173286
Molecular Entomology Unit,HIV Immunovirology Section,0.06858407079646017
