section_a,section_b,journal_cat_similarity
RML Genomics Unit,Genetic Engineering Section,0.14436248682824027
Molecular Genetics Section (Laboratory of Viral Diseases),Apicomplexan Molecular Physiology Section,0.14432989690721648
Physiology Unit,Functional Cellular Networks Section,0.14432989690721648
T-Lymphocyte Biology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.14432989690721648
TSE/Prion Molecular Biology Section,Building NIHAC/103,0.14432989690721648
Tick-Pathogen Transmission Unit,NIAID International Center of Excellence in Research Cambodia,0.14432989690721648
Malaria Infection Biology and Immunity Unit,Biological Imaging,0.14427860696517414
RNA Viruses Section,Physiology Unit,0.14426229508196722
Integrative Immunobiology Section,Immune Activation Section,0.1442495126705653
Molecular Signaling Section,Integrative Immunobiology Section,0.1442495126705653
Intracellular Parasite Biology Section,Emerging Virus Immunity Unit,0.14424514200298955
Inflammation & Innate Immunity Unit,Genetic Immunotherapy Section,0.14424410540915394
Signaling Systems Section,Molecular Genetics Section (Laboratory of Bacteriology),0.14423076923076922
Viral Pathogenesis Section (Laboratory of Immunoregulation),Mast Cell Biology Section,0.14421669106881405
Tuberculosis Research Section,Molecular Pathogenesis Unit,0.14420485175202155
Viral Pathogenesis Section (Laboratory of Immunoregulation),Epidemiology and Population Studies Unit,0.14416475972540047
Integrative Immunobiology Section,Apicomplexan Molecular Physiology Section,0.14414414414414414
Molecular Biology Section,Malaria Immunology Section,0.14410480349344978
Microbial Pathogenesis Section,Malaria Infection Biology and Immunity Unit,0.14408973252804141
Chemotaxis Signal Section,Autoimmunity and Functional Genomics Section,0.14408602150537633
International HIV/STD Section,Immune Deficiency Genetics Section,0.1440809968847352
Molecular Pathology Section,HIV Immunovirology Section,0.1440677966101695
Translational Allergic Immunopathology Unit,Hepatic Pathogenesis Section,0.1440677966101695
Translational Autoinflammatory Disease Studies Unit,Hepatic Pathogenesis Section,0.1440677966101695
Physiology Unit,Immunobiology and Molecular Virology Unit,0.1440443213296399
Tick-Pathogen Transmission Unit,Immunobiology and Molecular Virology Unit,0.1440443213296399
TSE/Prion Molecular Biology Section,Scientist Emerita,0.1440329218106996
Structural Biology Section,Lymphocyte Biology Section,0.14395886889460155
Scientist Emerita,Molecular and Cellular Immunology Section,0.14392059553349876
Viral Pathogenesis and Vaccine Section,Neuroimmunological Diseases Section,0.14391143911439114
Primary Immune Deficiency Clinic,Immunopathogenesis Section (Laboratory of Immunoregulation),0.1438953488372093
Multiscale Systems Biology Section,Building 33,0.14388489208633093
Multiscale Systems Biology Section,Building NIHAC/103,0.14388489208633093
Molecular Defenses Section,Helminth Immunology Section,0.14382402707275804
Molecular Parasitology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.14382402707275804
Tick-Pathogen Transmission Unit,Molecular HIV Host Interactions Section,0.14381270903010032
Structural Biology Section,Physiology Unit,0.1437908496732026
Structural Immunology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.14376996805111822
T-Lymphocyte Biology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.14376321353065538
Translational Mycology Section,Mast Cell Biology Section,0.1437543614794138
Molecular Biology Section,Allergy and Immunology Clinical Training Program,0.14375
Molecular Pathogenesis and Biomarkers Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.14375
Molecular Parasitology Section,Food Allergy Research Section,0.1436950146627566
Lyme Disease Studies Unit,Epidemiology and Population Studies Unit,0.14366197183098592
Lung and Vascular Inflammation Section,Disease Modeling and Transmission Section,0.14363778298204527
Vector Biology Section,Immune Deficiency Genetics Section,0.14362980769230768
Viral Immunity and Pathogenesis Unit,Tick-Pathogen Transmission Unit,0.14361702127659576
Viral Biology Section,Tuberculosis Research Section,0.14356435643564355
Scientist Emerita,Prion Cell Biology Unit,0.14351851851851852
Molecular Entomology Unit,Lymphocyte Biology Section,0.14344262295081966
Translational Allergic Immunopathology Unit,Prion Cell Biology Unit,0.14344262295081966
Nonhuman Primate Virology Section,International HIV/STD Section,0.1434389140271493
Lymphocyte Activation Section,Chemotaxis Signal Section,0.14341336794289422
Structural Biology Section,Nonhuman Primate Virology Section,0.14340344168260039
Helminth Immunology Section,HIV Immunovirology Section,0.14338919925512103
Viral Budding Unit,Clinical Pathophysiology Section,0.14338235294117646
Molecular Genetics Section (Laboratory of Bacteriology),Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.14332784184514002
Molecular Pathology Section,Innate Immunity and Pathogenesis Section,0.14327485380116958
Malaria Immunology Section,Immune Deficiency Genetics Section,0.14327272727272727
Systems Genomics Section,Computational Biology Unit,0.14325842696629212
Vector Biology Section,Infectious Disease Fellowship Training Program,0.14323144104803492
HIV Immunovirology Section,Disease Modeling and Transmission Section,0.14322916666666666
Molecular Defenses Section,Malaria Immunology Section,0.1431980906921241
Integrative Immunobiology Section,Human Eosinophil Section,0.1431924882629108
International HIV/STD Section,Immune Activation Section,0.1431807884005437
Molecular Signaling Section,International HIV/STD Section,0.1431807884005437
Flow Cytometry Section,Chemotaxis Signal Section,0.1431578947368421
Scientist Emerita,Immune Activation Section,0.1431261770244821
Scientist Emerita,Molecular Signaling Section,0.1431261770244821
Viral Pathogenesis and Evolution Section,Primary Immune Deficiency Clinic,0.14310051107325383
Translational Allergic Immunopathology Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.14309210526315788
Malaria Genetics Section,Lymphocyte Activation Section,0.14308595835557927
Pathogen Molecular Genetics Section,Molecular Entomology Unit,0.143
T-Lymphocyte Biology Section,Microbial Pathogenesis Section,0.14298245614035088
Microbial Pathogenesis Section,Gene Regulation Section,0.14298093587521662
Vector Molecular Biology Section,Salmonella-Host Cell Interactions Section,0.1429731925264013
Vector Molecular Biology Section,TSE/Prion and Retroviral Pathogenesis Section,0.1429693637077769
Hepatic Pathogenesis Section,Clinical Microbiome Unit (CMU),0.14285714285714285
Inflammation & Innate Immunity Unit,Epidemiology and Population Studies Unit,0.14285714285714285
Lung and Vascular Inflammation Section,Infectious Disease Fellowship Training Program,0.14285714285714285
Molecular Pathology Section,Barrier Immunity Section,0.14285714285714285
Neuroimmunological Diseases Section,Molecular Microbiology Section,0.14285714285714285
Physiology Unit,Lung and Vascular Inflammation Section,0.14285714285714285
RNA Viruses Section,Multiscale Systems Biology Section,0.14285714285714285
Research Technology Branch,RML Flow Cytometry Unit,0.14285714285714285
Structural Immunology Section,Pathogen Molecular Genetics Section,0.14285714285714285
Viral Budding Unit,T-Cell Tolerance and Memory Section,0.14285714285714285
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Informatics Unit,0.14285714285714285
Chemotaxis Signal Section,Barrier Immunity Section,0.14267515923566879
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),Genomic Technologies Section,0.14265335235378032
Microbial Pathogenesis Section,Clinical Pathophysiology Section,0.14261603375527426
Systems Genomics Section,International HIV/STD Section,0.14261531950909861
Lung and Vascular Inflammation Section,Immune Deficiency Genetics Section,0.14259429622815087
Primary Immune Deficiency Clinic,Emerging Virus Immunity Unit,0.142578125
Molecular and Cellular Immunology Section,Malaria Genetics Section,0.14257228315054835
Mucosal Immunity Section,Biology of Vector-Borne Viruses Section,0.14256198347107438
Microbial Pathogenesis Section,Caliciviruses Section,0.14250411861614498
Viral Pathogenesis and Vaccine Section,Signaling Systems Section,0.1425
Integrative Immunobiology Section,Emerging Virus Immunity Unit,0.14248704663212436
Scientist Emerita,Fungal Pathogenesis Section,0.14248704663212436
Vector Biology Section,Gene Regulation Section,0.1424390243902439
Scientist Emerita,RML Microscopy Unit,0.14240506329113925
Prion Cell Biology Unit,Mosquito Immunity and Vector Competence Section,0.1423841059602649
Structural Biology Section,Barrier Immunity Section,0.1422924901185771
Translational Allergic Immunopathology Unit,Coxiella Pathogenesis Section,0.14222222222222222
Transplant Infectious Diseases Consult Service,Host-Pathogen Interactions and Structural Vaccinology Section,0.14222222222222222
Lymphocyte Biology Section,Infectious Disease Pathogenesis Section,0.1421188630490956
Vector Molecular Biology Section,Genomic Technologies Section,0.1420545746388443
Viral Budding Unit,Molecular Defenses Section,0.14202898550724638
Molecular Entomology Unit,Clinical Research Section,0.14202334630350194
Viral Pathogenesis and Vaccine Section,T-Cell Tolerance and Memory Section,0.14201183431952663
RNA Viruses Section,Food Allergy Research Section,0.14193548387096774
Signaling Systems Section,Coxiella Pathogenesis Section,0.14193548387096774
Viral Biology Section,Infectious Disease Fellowship Training Program,0.14193548387096774
Viral Budding Unit,Research Technology Branch,0.14193548387096774
Vector Biology Section,TSE/Prion Molecular Biology Section,0.14187192118226602
Lyme Disease Studies Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.14185393258426968
Malaria Genetics Section,Genetic Engineering Section,0.14184397163120568
Viral Immunity and Pathogenesis Unit,Malaria Immunology Section,0.14182344428364688
Lymphocyte Activation Section,Clinical Research Section,0.14182058047493404
Transplant Infectious Diseases Consult Service,Primary Immune Deficiency Clinic,0.14181818181818182
Viral Epidemiology and Immunity Unit,RML Microscopy Unit,0.1417910447761194
Microbial Pathogenesis Section,HIV Immunovirology Section,0.14173913043478262
T-Cell Tolerance and Memory Section,Molecular Entomology Unit,0.14173228346456693
Food Allergy Research Section,Barrier Immunity Section,0.14171656686626746
Neuroimmunological Diseases Section,Multiscale Systems Biology Section,0.14171122994652408
Food Allergy Research Section,Building NIHAC/103,0.14166666666666666
Physiology Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.141643059490085
Lyme Disease Studies Unit,Chemotaxis Signal Section,0.1416382252559727
Nonhuman Primate Virology Section,Mast Cell Biology Section,0.14162234042553193
Molecular Parasitology and Entomology Unit,Molecular Entomology Unit,0.1415525114155251
Lyme Disease Studies Unit,Barrier Immunity Section,0.14153846153846153
Viral Pathogenesis and Evolution Section,Vector-Pathogen-Host Interaction Unit,0.14152772392400156
Gene Regulation Section,Building 33,0.14146341463414633
Structural Biology Section,Prion Cell Biology Unit,0.14146341463414633
Viral Budding Unit,Coxiella Pathogenesis Section,0.14146341463414633
Cell Signaling and Immunity Section,Antibacterial Host Defense Unit,0.14144736842105263
Vector Biology Section,Cellular Immunology Section,0.14143094841930118
Mucosal Immunobiology Section,Helminth Immunology Section,0.14138576779026218
Molecular Pathogenesis Unit,Molecular Defenses Section,0.14136125654450263
Scientist Emerita,Salmonella-Host Cell Interactions Section,0.1413427561837456
Intracellular Parasite Biology Section,Genetic Engineering Section,0.14130434782608695
Signaling Systems Section,Immunity to Pulmonary Pathogens Section,0.14130434782608695
HIV Pathogenesis Section,Epidemiology and Population Studies Unit,0.14128440366972478
Hepatic Pathogenesis Section,Cellular Immunology Section,0.141280353200883
Helminth Immunology Section,Clinical Pathophysiology Section,0.14118705035971224
Vector Molecular Biology Section,Translational Autoinflammatory Disease Studies Unit,0.14118564742589704
Mosquito Immunity and Vector Competence Section,Food Allergy Research Section,0.1411764705882353
Viral Immunity and Pathogenesis Unit,Allergy and Immunology Clinical Training Program,0.1411042944785276
Molecular Biology Section,Chemotaxis Signal Section,0.14105263157894737
Neuroimmunological Diseases Section,Epithelial Therapeutics Unit,0.1409921671018277
Primary Immune Deficiency Clinic,Chlamydial Diseases Section,0.1409921671018277
Molecular Entomology Unit,Human Eosinophil Section,0.14097744360902256
Neuroimmunology Unit,Building NIHAC/103,0.14096916299559473
Building NIHAC/103,Autoimmunity and Functional Genomics Section,0.14093959731543623
Viral Pathogenesis Section (Laboratory of Viral Diseases),Viral Epidemiology and Immunity Unit,0.14093959731543623
