section_a,section_b,journal_similarity
Type 2 Immunity Section,Genetic Immunotherapy Section,0.07048458149779736
Mast Cell Biology Section,Clinical Pathophysiology Section,0.07045454545454545
Coxiella Pathogenesis Section,Apicomplexan Molecular Physiology Section,0.07042253521126761
Metaorganism Immunity Section,Lung and Vascular Inflammation Section,0.07042253521126761
Molecular Defenses Section,Lymphocyte Biology Section,0.07042253521126761
Molecular Entomology Unit,Immunobiology and Molecular Virology Unit,0.07042253521126761
Pathology Core,Biological Imaging,0.07042253521126761
Structural Informatics Unit,Autoimmunity and Functional Genomics Section,0.07042253521126761
Transplant Infectious Diseases Consult Service,Flow Cytometry Section,0.07042253521126761
Viral Biology Section,Emerging Virus Immunity Unit,0.07042253521126761
Viral Epidemiology and Immunity Unit,Salmonella-Host Cell Interactions Section,0.07042253521126761
Virus Ecology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0704
Signaling Systems Section,Metaorganism Immunity Section,0.07035175879396985
Viral Pathogenesis and Evolution Section,Infectious Disease Pathogenesis Section,0.07035175879396985
Emerging Virus Immunity Unit,Antibacterial Host Defense Unit,0.0703125
Molecular Genetics Section (Laboratory of Bacteriology),Host-Pathogen Interactions and Structural Vaccinology Section,0.0703125
Molecular HIV Host Interactions Section,Molecular Defenses Section,0.0703125
Neuroimmunology Unit,Neuroimmunological Diseases Section,0.0703125
RNA Viruses Section,Mosquito Immunity and Vector Competence Section,0.0703125
Salmonella-Host Cell Interactions Section,Caliciviruses Section,0.0703125
Structural Virology Section,Disease Modeling and Transmission Section,0.0703125
Translational Mycology Section,Systems Genomics Section,0.0703125
Flow Cytometry Section,Emerging Respiratory Viruses Section,0.07028753993610223
Medical Virology Section,Flow Cytometry Section,0.07028753993610223
Metaorganism Immunity Section,Emerging Virus Immunity Unit,0.07024793388429752
Viral Pathogenesis Section (Laboratory of Immunoregulation),Lymphocyte Biology Section,0.07024793388429752
Molecular Defenses Section,Apicomplexan Molecular Physiology Section,0.07017543859649122
Mucosal Immunobiology Section,Chlamydial Diseases Section,0.07017543859649122
Multiscale Systems Biology Section,Food Allergy Research Section,0.07017543859649122
RML Microscopy Unit,Lymphocyte Biology Section,0.07017543859649122
Retroviral Immunology Section,Pathogenesis and Immunity Section,0.07017543859649122
Vaccine Development Unit,Retroviral Immunology Section,0.07017543859649122
Emerging Respiratory Viruses Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07013574660633484
Medical Virology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07013574660633484
Signaling Systems Section,Microbial Pathogenesis Section,0.0701219512195122
Translational Autoinflammatory Disease Studies Unit,Mast Cell Biology Section,0.07010309278350516
Molecular Biology Section,Malaria Immunology Section,0.07009345794392523
Neuroimmunological Diseases Section,Cellular Immunology Section,0.07009345794392523
Translational Mycology Section,Emerging Respiratory Viruses Section,0.07008086253369272
Translational Mycology Section,Medical Virology Section,0.07008086253369272
HIV-Specific Immunity Section,Chlamydial Diseases Section,0.07006369426751592
Immune Activation Section,Emerging Virus Immunity Unit,0.07003891050583658
Molecular Signaling Section,Emerging Virus Immunity Unit,0.07003891050583658
Lung and Vascular Inflammation Section,Immunity to Pulmonary Pathogens Section,0.07
Molecular Development of the Immune System Section,Hepatic Pathogenesis Section,0.07
Nonhuman Primate Virology Section,Malaria Genetics Section,0.07
HIV Pathogenesis Section,Genetic Engineering Section,0.06997742663656885
Salmonella-Host Cell Interactions Section,Immunobiology and Molecular Virology Unit,0.06993006993006994
Tuberculosis Research Section,International HIV/STD Section,0.06992084432717678
Vector-Pathogen-Host Interaction Unit,Barrier Immunity Section,0.06992084432717678
Structural Virology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.06990881458966565
Systems Genomics Section,Immune Activation Section,0.06990881458966565
Systems Genomics Section,Molecular Signaling Section,0.06990881458966565
Neuroimmunology Unit,Lung and Vascular Inflammation Section,0.06989247311827956
Structural Virology Section,HIV Pathogenesis Section,0.06989247311827956
Molecular Parasitology Section,Barrier Immunity Section,0.06986899563318777
Pathogen Molecular Genetics Section,Lyme Disease Studies Unit,0.06985294117647059
Structural Immunology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.06983240223463687
Host-Pathogen Interactions and Structural Vaccinology Section,Chemotaxis Signal Section,0.06976744186046512
Inflammation & Innate Immunity Unit,Immunobiology and Molecular Virology Unit,0.06976744186046512
Molecular Genetics Section (Laboratory of Viral Diseases),Malaria Infection Biology and Immunity Unit,0.06976744186046512
Molecular Pathogenesis and Biomarkers Section,Genetic Engineering Section,0.06976744186046512
Neuroimmunological Diseases Section,Mucosal Immunity Section,0.06976744186046512
Neuroimmunology Unit,Integrative Immunobiology Section,0.06976744186046512
Plague Section,Epithelial Therapeutics Unit,0.06976744186046512
Plague Section,Molecular Defenses Section,0.06976744186046512
Salmonella-Host Cell Interactions Section,Chemotaxis Signal Section,0.06976744186046512
Structural Biology Section,Pathology Core,0.06976744186046512
TSE/Prion Molecular Biology Section,Inflammation & Innate Immunity Unit,0.06976744186046512
Translational Mycology Section,Clinical Research Section,0.06976744186046512
Twinbrook Imaging Facility,Antibacterial Host Defense Unit,0.06976744186046512
Vector Biology Section,HIV Pathogenesis Section,0.06976744186046512
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Immunology Section,0.06976744186046512
TSE/Prion Biochemistry Section,Functional Cellular Networks Section,0.06962025316455696
Viral Immunity and Pathogenesis Unit,Immunobiology and Molecular Virology Unit,0.06962025316455696
Intracellular Parasite Biology Section,Immune Deficiency Genetics Section,0.06960950764006792
Immune Deficiency Genetics Section,HIV-Specific Immunity Section,0.06960556844547564
Mucosal Immunity Section,Lung and Vascular Inflammation Section,0.0695970695970696
Biological Imaging,B-Cell Molecular Immunology Section,0.06956521739130435
Inflammation & Innate Immunity Unit,Chemotaxis Signal Section,0.06956521739130435
Molecular Biology Section,Innate Immunity and Pathogenesis Section,0.06956521739130435
Mucosal Immunobiology Section,Molecular Pathogenesis Unit,0.06956521739130435
Viral Biochemistry Section,Computational Biology Unit,0.06956521739130435
Nonhuman Primate Virology Section,Hepatic Pathogenesis Section,0.06951871657754011
Malaria Functional Genomics Section,Genetic Engineering Section,0.06950672645739911
Bacterial Pathogenesis and Antimicrobial Resistance Unit,Autoimmunity and Functional Genomics Section,0.06944444444444445
Food Allergy Research Section,Computational Biology Unit,0.06944444444444445
Molecular Microbiology Section,B-Cell Immunology Section,0.06944444444444445
Translational Mycology Section,Clinical and Molecular Retrovirology Section,0.06938775510204082
Molecular Pathogenesis and Biomarkers Section,Chemotaxis Signal Section,0.06936416184971098
Structural Immunology Section,Fungal Pathogenesis Section,0.06936416184971098
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular Genetics Section (Laboratory of Bacteriology),0.06936416184971098
Molecular Development of the Immune System Section,Malaria Immunology Section,0.06930693069306931
Pathology Core,Molecular Entomology Unit,0.06930693069306931
Salmonella-Host Cell Interactions Section,Metaorganism Immunity Section,0.06930693069306931
Scientist Emerita,Molecular Defenses Section,0.06930693069306931
Signaling Systems Section,Chlamydial Diseases Section,0.06930693069306931
Translational Mycology Section,Molecular and Cellular Immunology Section,0.06930693069306931
Viral Biology Section,Molecular Entomology Unit,0.06930693069306931
Lymphocyte Biology Section,Chemotaxis Signal Section,0.06926406926406926
Malaria Cell Biology Section,International HIV/STD Section,0.06926406926406926
Malaria Functional Genomics Section,Caliciviruses Section,0.06926406926406926
Molecular Pathology Section,Immunobiology Section,0.06923076923076923
Structural Virology Section,Coxiella Pathogenesis Section,0.06923076923076923
Malaria Functional Genomics Section,Barrier Immunity Section,0.06920415224913495
Plague Section,B-Cell Immunology Section,0.06918238993710692
TSE/Prion and Retroviral Pathogenesis Section,Emerging Virus Immunity Unit,0.06918238993710692
Vector Biology Section,RML Genomics Unit,0.06918238993710692
TSE/Prion Biochemistry Section,Human Immunological Diseases Section,0.069164265129683
Mosquito Immunity and Vector Competence Section,Lung and Vascular Inflammation Section,0.06914893617021277
Signaling Systems Section,Mucosal Immunity Section,0.06914893617021277
Structural Virology Section,Lymphocyte Biology Section,0.06914893617021277
Translational Mycology Section,Coxiella Pathogenesis Section,0.06914893617021277
Viral Immunity and Pathogenesis Unit,Helminth Immunology Section,0.0691358024691358
Molecular Genetics Section (Laboratory of Viral Diseases),Immunobiology Section,0.06912442396313365
Mucosal Immunobiology Section,Lymphocyte Activation Section,0.06904231625835189
Pathogen Molecular Genetics Section,Lymphocyte Activation Section,0.06902356902356903
Malaria Cell Biology Section,Innate Immunity and Pathogenesis Section,0.06896551724137931
Molecular Genetics Section (Laboratory of Bacteriology),Bacterial Physiology and Metabolism Unit,0.06896551724137931
Molecular Parasitology and Entomology Unit,Biological Imaging,0.06896551724137931
Pathogen-Host Cell Biology Section,Chemotaxis Signal Section,0.06896551724137931
Pathology Core,Molecular Parasitology Section,0.06896551724137931
Translational Immunobiology Unit,Molecular Parasitology Section,0.06896551724137931
Twinbrook III,Chlamydial Diseases Section,0.06896551724137931
Vector Biology Section,Nonhuman Primate Virology Section,0.06896551724137931
Viral Epidemiology and Immunity Unit,Inflammation Biology Section,0.06896551724137931
Viral Epidemiology and Immunity Unit,Pathogenesis and Immunity Section,0.06896551724137931
Viral Epidemiology and Immunity Unit,Vaccine Development Unit,0.06896551724137931
Viral Pathogenesis Section (Laboratory of Immunoregulation),Chemotaxis Signal Section,0.06896551724137931
Microbial Pathogenesis Section,Apicomplexan Molecular Physiology Section,0.0688622754491018
Metaorganism Immunity Section,Malaria Functional Genomics Section,0.06885245901639345
Translational Mycology Section,Pathogenesis and Immunity Section,0.06885245901639345
Vaccine Development Unit,Translational Mycology Section,0.06885245901639345
Pathogen Molecular Genetics Section,Molecular Pathology Section,0.06884057971014493
TSE/Prion Biochemistry Section,Cell Signaling and Immunity Section,0.06882591093117409
Translational Mycology Section,Molecular Development of the Immune System Section,0.06882591093117409
Viral Pathogenesis Section (Laboratory of Immunoregulation),Metaorganism Immunity Section,0.06882591093117409
Molecular Pathogenesis and Biomarkers Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.06879194630872483
Immunity to Pulmonary Pathogens Section,Clinical Research Section,0.06878306878306878
Malaria Genetics Section,Human Immunological Diseases Section,0.06878306878306878
Pathogen-Host Cell Biology Section,Flow Cytometry Section,0.06878306878306878
T-Cell Tolerance and Memory Section,Malaria Cell Biology Section,0.06878306878306878
Structural Informatics Unit,Nonhuman Primate Virology Section,0.06875
Mast Cell Biology Section,Autoimmunity and Functional Genomics Section,0.06872037914691943
Emerging Virus Immunity Unit,Biology of Vector-Borne Viruses Section,0.06870229007633588
Pathogen Molecular Genetics Section,DNA Tumor Virus Section,0.06870229007633588
Scientist Emerita,B-Cell Immunology Section,0.06870229007633588
RML Genomics Unit,Metaorganism Immunity Section,0.06866952789699571
Salmonella-Host Cell Interactions Section,Cellular Biology Section,0.06866952789699571
Molecular Parasitology Section,Disease Modeling and Transmission Section,0.06864988558352403
Pathogen-Host Cell Biology Section,Innate Immunity and Pathogenesis Section,0.06862745098039216
TSE/Prion Biochemistry Section,Genetic Immunotherapy Section,0.06862745098039216
Translational Immunobiology Unit,Salmonella-Host Cell Interactions Section,0.06862745098039216
Twinbrook Imaging Facility,Chlamydial Diseases Section,0.06862745098039216
