section_a,section_b,project_cat_similarity
Neuroimmunological Diseases Section,Medical Virology Section,0.13533834586466165
Innate Immunity and Pathogenesis Section,Clinical Pathophysiology Section,0.13513513513513514
Innate Immunity and Pathogenesis Section,Hepatic Pathogenesis Section,0.13513513513513514
Intracellular Parasite Biology Section,Human Eosinophil Section,0.13513513513513514
Malaria Cell Biology Section,Immunity to Pulmonary Pathogens Section,0.13513513513513514
Malaria Infection Biology and Immunity Unit,Hepatic Pathogenesis Section,0.13513513513513514
Molecular Pathogenesis and Biomarkers Section,Gene Regulation Section,0.13513513513513514
Pathogen-Host Cell Biology Section,Inflammation & Innate Immunity Unit,0.13513513513513514
Pathogen-Host Cell Biology Section,Innate Immunity and Pathogenesis Section,0.13513513513513514
Signaling Systems Section,Host-Parasite Interactions Section,0.13513513513513514
Systems Genomics Section,Physiology Unit,0.13513513513513514
TSE/Prion Molecular Biology Section,Clinical and Molecular Retrovirology Section,0.13513513513513514
Type 2 Immunity Section,Chemotaxis Signal Section,0.13513513513513514
Type 2 Immunity Section,Immunobiology Section,0.13513513513513514
Type 2 Immunity Section,Scientist Emerita,0.13513513513513514
Vector-Pathogen-Host Interaction Unit,Pathogen-Host Cell Biology Section,0.13513513513513514
Vector-Pathogen-Host Interaction Unit,Plague Section,0.13513513513513514
Viral Biochemistry Section,Molecular Pathology Section,0.13513513513513514
Viral Biology Section,Clinical Pathophysiology Section,0.13513513513513514
Viral Biology Section,Pathogen-Host Cell Biology Section,0.13513513513513514
Viral Biology Section,Plague Section,0.13513513513513514
Viral Pathogenesis and Evolution Section,Scientist Emerita,0.13513513513513514
Viral Pathogenesis and Vaccine Section,Inflammation & Innate Immunity Unit,0.13513513513513514
Viral Pathogenesis and Vaccine Section,Innate Immunity and Pathogenesis Section,0.13513513513513514
Viral Pathogenesis and Vaccine Section,Malaria Infection Biology and Immunity Unit,0.13513513513513514
Lymphocyte Activation Section,Hepatic Pathogenesis Section,0.1349206349206349
Salmonella-Host Cell Interactions Section,Molecular Development of the Immune System Section,0.1349206349206349
Epithelial Therapeutics Unit,Cell Signaling and Immunity Section,0.1346153846153846
Food Allergy Research Section,Chlamydial Diseases Section,0.1346153846153846
Immune Activation Section,Genetic Engineering Section,0.1346153846153846
Molecular Defenses Section,Apicomplexan Molecular Physiology Section,0.1346153846153846
Molecular Microbiology Section,Fungal Pathogenesis Section,0.1346153846153846
Molecular Signaling Section,Genetic Engineering Section,0.1346153846153846
Molecular and Cellular Immunology Section,Autoimmunity and Functional Genomics Section,0.1346153846153846
Mosquito Immunity and Vector Competence Section,Human Immunological Diseases Section,0.1346153846153846
T-Lymphocyte Biology Section,Immune Activation Section,0.1346153846153846
T-Lymphocyte Biology Section,Molecular Signaling Section,0.1346153846153846
Tuberculosis Research Section,Plague Section,0.1346153846153846
Neuroimmunological Diseases Section,Helminth Immunology Section,0.13445378151260504
Mast Cell Biology Section,Malaria Immunology Section,0.13432835820895522
Mucosal Immunobiology Section,Disease Modeling and Transmission Section,0.13432835820895522
Structural Biology Section,Metaorganism Immunity Section,0.13432835820895522
TSE/Prion Biochemistry Section,Biology of Vector-Borne Viruses Section,0.13432835820895522
TSE/Prion Biochemistry Section,Buildings 4 and 10/11C127,0.13432835820895522
Type 2 Immunity Section,Molecular Microbiology Section,0.13432835820895522
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Biology Section,0.13432835820895522
Molecular HIV Host Interactions Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.13414634146341464
TSE/Prion Biochemistry Section,Immune Activation Section,0.13414634146341464
TSE/Prion Biochemistry Section,Molecular Defenses Section,0.13414634146341464
TSE/Prion Biochemistry Section,Molecular Signaling Section,0.13414634146341464
TSE/Prion Molecular Biology Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.13414634146341464
TSE/Prion and Retroviral Pathogenesis Section,Malaria Immunology Section,0.13414634146341464
Vector Molecular Biology Section,TSE/Prion and Retroviral Pathogenesis Section,0.13414634146341464
Virus Ecology Section,Clinical Research Section,0.13414634146341464
Retroviral Immunology Section,Malaria Cell Biology Section,0.1340782122905028
Mosquito Immunity and Vector Competence Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.13402061855670103
Translational Mycology Section,Cellular Biology Section,0.13402061855670103
Molecular Pathology Section,International HIV/STD Section,0.13380281690140844
Barrier Immunity Section,B-Cell Molecular Immunology Section,0.13333333333333333
Genetic Immunotherapy Section,B-Cell Immunology Section,0.13333333333333333
HIV Pathogenesis Section,Epithelial Therapeutics Unit,0.13333333333333333
Host-Parasite Interactions Section,Apicomplexan Molecular Physiology Section,0.13333333333333333
Human Eosinophil Section,Chemotaxis Signal Section,0.13333333333333333
Human Eosinophil Section,Functional Cellular Networks Section,0.13333333333333333
Integrative Immunobiology Section,DNA Tumor Virus Section,0.13333333333333333
Intracellular Parasite Biology Section,Genetic Immunotherapy Section,0.13333333333333333
Lyme Disease Studies Unit,Caliciviruses Section,0.13333333333333333
Mast Cell Biology Section,Food Allergy Research Section,0.13333333333333333
Molecular Biology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.13333333333333333
Molecular Genetics Section (Laboratory of Bacteriology),Immune Deficiency Genetics Section,0.13333333333333333
Molecular Genetics Section (Laboratory of Viral Diseases),Molecular Defenses Section,0.13333333333333333
Molecular Microbiology Section,Human Eosinophil Section,0.13333333333333333
Molecular Pathogenesis and Biomarkers Section,Cellular Immunology Section,0.13333333333333333
Neuroimmunology Unit,Autoimmunity and Functional Genomics Section,0.13333333333333333
Nonhuman Primate Virology Section,Molecular and Cellular Immunoregulation Section,0.13333333333333333
Pathogen Molecular Genetics Section,Mosquito Immunity and Vector Competence Section,0.13333333333333333
Pathogen-Host Cell Biology Section,Integrative Immunobiology Section,0.13333333333333333
Primary Immune Deficiency Clinic,Epithelial Therapeutics Unit,0.13333333333333333
Retroviral Immunology Section,Human Eosinophil Section,0.13333333333333333
Signaling Systems Section,Quantitative Virology and Evolution Unit,0.13333333333333333
Structural Biology Section,Inflammation Biology Section,0.13333333333333333
Systems Genomics Section,Lyme Disease Studies Unit,0.13333333333333333
T-Lymphocyte Biology Section,Molecular Development of the Immune System Section,0.13333333333333333
Tuberculosis Research Section,T-Cell Tolerance and Memory Section,0.13333333333333333
Type 2 Immunity Section,Inflammation & Innate Immunity Unit,0.13333333333333333
Type 2 Immunity Section,Malaria Infection Biology and Immunity Unit,0.13333333333333333
Vector Molecular Biology Section,Chemotaxis Signal Section,0.13333333333333333
Vector Molecular Biology Section,Functional Cellular Networks Section,0.13333333333333333
Viral Biochemistry Section,Coxiella Pathogenesis Section,0.13333333333333333
Viral Biochemistry Section,Epithelial Therapeutics Unit,0.13333333333333333
Viral Biochemistry Section,LID Clinical Studies Unit,0.13333333333333333
Viral Biochemistry Section,Structural Informatics Unit,0.13333333333333333
Viral Budding Unit,Signaling Systems Section,0.13333333333333333
Virus Ecology Section,Integrative Immunobiology Section,0.13333333333333333
Virus Ecology Section,Molecular Pathology Section,0.13333333333333333
Virus Ecology Section,TSE/Prion Molecular Biology Section,0.13333333333333333
Molecular Biology Section,International HIV/STD Section,0.13286713286713286
Neuroimmunology Unit,Human Immunological Diseases Section,0.1328125
Pathogen Molecular Genetics Section,Molecular Development of the Immune System Section,0.1328125
Genetic Immunotherapy Section,Chemotaxis Signal Section,0.13274336283185842
Lymphocyte Biology Section,Infectious Disease Fellowship Training Program,0.13274336283185842
Structural Immunology Section,Lymphocyte Activation Section,0.13274336283185842
Viral Pathogenesis and Evolution Section,Biology of Vector-Borne Viruses Section,0.13274336283185842
Molecular Genetics Section (Laboratory of Bacteriology),Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.1326530612244898
Neuroimmunological Diseases Section,HIV-Specific Immunity Section,0.1326530612244898
Human Eosinophil Section,Clinical Research Section,0.13253012048192772
Molecular and Cellular Immunoregulation Section,Malaria Genetics Section,0.13253012048192772
Type 2 Immunity Section,TSE/Prion Molecular Biology Section,0.13253012048192772
Signaling Systems Section,Immune Deficiency Genetics Section,0.1323529411764706
Translational Mycology Section,TSE/Prion Biochemistry Section,0.1323529411764706
Malaria Cell Biology Section,Lung and Vascular Inflammation Section,0.13227513227513227
Epidemiology and Population Studies Unit,Cellular Biology Section,0.1320754716981132
Inflammation Biology Section,Immune Activation Section,0.1320754716981132
Malaria Functional Genomics Section,Lyme Disease Studies Unit,0.1320754716981132
Molecular Signaling Section,Inflammation Biology Section,0.1320754716981132
Primary Immune Deficiency Clinic,Immune Activation Section,0.1320754716981132
Primary Immune Deficiency Clinic,Molecular Signaling Section,0.1320754716981132
Scientist Emerita,Immunity to Pulmonary Pathogens Section,0.1320754716981132
Type 2 Immunity Section,Molecular Pathology Section,0.1320754716981132
Multiscale Systems Biology Section,Helminth Immunology Section,0.13186813186813187
Neuroimmunological Diseases Section,Cellular Immunology Section,0.13186813186813187
Pathogen-Host Cell Biology Section,Mucosal Immunity Section,0.13186813186813187
Molecular Development of the Immune System Section,DNA Tumor Virus Section,0.13178294573643412
Molecular Development of the Immune System Section,Hepatic Pathogenesis Section,0.13178294573643412
Epithelial Therapeutics Unit,Clinical Pathophysiology Section,0.13157894736842105
Food Allergy Research Section,B-Cell Immunology Section,0.13157894736842105
Hepatic Pathogenesis Section,Epithelial Therapeutics Unit,0.13157894736842105
Integrative Immunobiology Section,Genetic Immunotherapy Section,0.13157894736842105
LID Clinical Studies Unit,Clinical Pathophysiology Section,0.13157894736842105
LID Clinical Studies Unit,Hepatic Pathogenesis Section,0.13157894736842105
Malaria Functional Genomics Section,Lymphocyte Activation Section,0.13157894736842105
Molecular Parasitology Section,Epithelial Therapeutics Unit,0.13157894736842105
Nonhuman Primate Virology Section,Inflammation & Innate Immunity Unit,0.13157894736842105
Nonhuman Primate Virology Section,Innate Immunity and Pathogenesis Section,0.13157894736842105
Nonhuman Primate Virology Section,Malaria Infection Biology and Immunity Unit,0.13157894736842105
Structural Immunology Section,Intracellular Parasite Biology Section,0.13157894736842105
T-Lymphocyte Biology Section,Autoimmunity and Functional Genomics Section,0.13157894736842105
TSE/Prion and Retroviral Pathogenesis Section,Caliciviruses Section,0.13157894736842105
Translational Autoinflammatory Disease Studies Unit,T-Lymphocyte Biology Section,0.13157894736842105
Vector Molecular Biology Section,Inflammation & Innate Immunity Unit,0.13157894736842105
Viral Biochemistry Section,Molecular Biology Section,0.13157894736842105
Viral Biochemistry Section,Molecular Defenses Section,0.13157894736842105
Viral Biology Section,Gene Regulation Section,0.13157894736842105
Viral Biology Section,Vector Molecular Biology Section,0.13157894736842105
Viral Pathogenesis Section (Laboratory of Viral Diseases),Autoimmunity and Functional Genomics Section,0.13157894736842105
Viral Pathogenesis and Evolution Section,Molecular Genetics Section (Laboratory of Bacteriology),0.13157894736842105
Viral Pathogenesis and Vaccine Section,LID Clinical Studies Unit,0.13157894736842105
Viral Pathogenesis and Vaccine Section,Structural Informatics Unit,0.13157894736842105
Virus Ecology Section,Mucosal Immunity Section,0.13157894736842105
Viral Pathogenesis and Evolution Section,Immune Deficiency Genetics Section,0.13138686131386862
Viral Pathogenesis Section (Laboratory of Viral Diseases),Immune Deficiency Genetics Section,0.13131313131313133
Cell Signaling and Immunity Section,Antibacterial Host Defense Unit,0.13114754098360656
