section_a,section_b,project_term_similarity
T-Cell Tolerance and Memory Section,Lyme Disease Studies Unit,0.0727391874180865
Physiology Unit,Molecular Biology Section,0.07271669575334497
Lyme Disease Studies Unit,Lung and Vascular Inflammation Section,0.07271171941830624
Fungal Pathogenesis Section,Functional Cellular Networks Section,0.0726950354609929
Cellular Biology Section,Antibacterial Host Defense Unit,0.07268722466960352
Viral Immunology Section,Molecular Pathology Section,0.07267441860465117
Molecular Parasitology Section,Barrier Immunity Section,0.07266982622432859
Vector Molecular Biology Section,Pathogen Molecular Genetics Section,0.07264206209724663
Vector Molecular Biology Section,International HIV/STD Section,0.07262103505843072
TSE/Prion Molecular Biology Section,Systems Genomics Section,0.07262021589793916
Vector-Pathogen-Host Interaction Unit,Signaling Systems Section,0.07261146496815286
Viral Immunology Section,Chemotaxis Signal Section,0.07259786476868327
Viral Immunology Section,Malaria Genetics Section,0.07259615384615385
Tuberculosis Research Section,T-Lymphocyte Biology Section,0.07258064516129033
Mucosal Immunobiology Section,Apicomplexan Molecular Physiology Section,0.07256392536281962
Mucosal Immunobiology Section,Disease Modeling and Transmission Section,0.07255723960012898
T-Cell Tolerance and Memory Section,Systems Genomics Section,0.07255520504731862
Host-Parasite Interactions Section,B-Cell Immunology Section,0.07253269916765755
Molecular Parasitology Section,HIV Immunovirology Section,0.07253086419753087
Pathogen-Host Cell Biology Section,Biology of Vector-Borne Viruses Section,0.07251908396946564
TSE/Prion and Retroviral Pathogenesis Section,Lymphocyte Activation Section,0.0725
Malaria Cell Biology Section,Genetic Engineering Section,0.0724759111855886
Viral Biology Section,T-Lymphocyte Biology Section,0.07246376811594203
Gene Regulation Section,Clinical and Molecular Retrovirology Section,0.07245796637309848
Viral Pathogenesis and Vaccine Section,Mosquito Immunity and Vector Competence Section,0.07245190339746213
T-Cell Tolerance and Memory Section,Malaria Cell Biology Section,0.07241063244729606
Viral Biology Section,Human Immunological Diseases Section,0.07240204429301533
T-Lymphocyte Biology Section,Buildings 4 and 10/11C127,0.07235421166306695
Coxiella Pathogenesis Section,Buildings 4 and 10/11C127,0.0723336853220697
Lymphocyte Activation Section,Apicomplexan Molecular Physiology Section,0.07231570512820513
Viral Immunology Section,Vector Biology Section,0.07228915662650602
Immunopathogenesis Section (Laboratory of Immunoregulation),Chlamydial Diseases Section,0.07228525121555916
Molecular HIV Host Interactions Section,Coxiella Pathogenesis Section,0.0722446827210406
Pathogen Molecular Genetics Section,Chemotaxis Signal Section,0.07223942208462332
Fungal Pathogenesis Section,Autoimmunity and Functional Genomics Section,0.07222222222222222
Salmonella-Host Cell Interactions Section,Hepatic Pathogenesis Section,0.07222222222222222
Vector Molecular Biology Section,Salmonella-Host Cell Interactions Section,0.07217694994179279
Viral Immunity and Pathogenesis Unit,Biology of Vector-Borne Viruses Section,0.07216494845360824
Mucosal Immunobiology Section,Buildings 4 and 10/11C127,0.07213114754098361
Microbial Pathogenesis Section,Lyme Disease Studies Unit,0.07212793733681462
Viral Biochemistry Section,Molecular Parasitology Section,0.07212622088655146
Chemotaxis Signal Section,Autoimmunity and Functional Genomics Section,0.07211961301671065
Primary Immune Deficiency Clinic,Apicomplexan Molecular Physiology Section,0.07211538461538461
Translational Autoinflammatory Disease Studies Unit,Structural Immunology Section,0.07211538461538461
TSE/Prion and Retroviral Pathogenesis Section,Emerging Respiratory Viruses Section,0.07211109695502611
TSE/Prion and Retroviral Pathogenesis Section,Medical Virology Section,0.07211109695502611
Salmonella-Host Cell Interactions Section,Computational Biology Unit,0.07210626185958255
TSE/Prion Molecular Biology Section,Lyme Disease Studies Unit,0.07210031347962383
Viral Pathogenesis and Vaccine Section,Molecular Parasitology Section,0.0720949957591179
Signaling Systems Section,Scientist Emerita,0.07209136331192005
TSE/Prion Biochemistry Section,Structural Virology Section,0.07209122535755702
Salmonella-Host Cell Interactions Section,Neuroimmunological Diseases Section,0.07207207207207207
Cellular Immunology Section,Buildings 4 and 10/11C127,0.0720680393912265
Viral Biology Section,Immunity to Pulmonary Pathogens Section,0.07205764611689351
Viral Biology Section,Microbial Pathogenesis Section,0.07205559619604975
Viral Biology Section,Food Allergy Research Section,0.07204968944099378
Salmonella-Host Cell Interactions Section,Primary Immune Deficiency Clinic,0.07204301075268817
Primary Immune Deficiency Clinic,Immunity to Pulmonary Pathogens Section,0.07203718048024788
Gene Regulation Section,Buildings 4 and 10/11C127,0.07203389830508475
Molecular Parasitology Section,Functional Cellular Networks Section,0.07202426080363912
Vector-Pathogen-Host Interaction Unit,B-Cell Immunology Section,0.07201086956521739
Molecular HIV Host Interactions Section,Lung and Vascular Inflammation Section,0.07198612315698179
Mast Cell Biology Section,Infectious Disease Fellowship Training Program,0.07197886858903808
Infectious Disease Fellowship Training Program,HIV Immunovirology Section,0.07196969696969698
Systems Genomics Section,Inflammation Biology Section,0.07195767195767196
HIV Immunovirology Section,Fungal Pathogenesis Section,0.07195571955719557
Human Eosinophil Section,Host-Parasite Interactions Section,0.07195571955719557
Molecular and Cellular Immunology Section,Lyme Disease Studies Unit,0.07195357833655706
T-Lymphocyte Biology Section,Gene Regulation Section,0.07195121951219512
Immunobiology Section,Epidemiology and Population Studies Unit,0.0719482619240097
Functional Cellular Networks Section,Barrier Immunity Section,0.07193229901269393
Molecular Microbiology Section,Lyme Disease Studies Unit,0.07191011235955057
Chemotaxis Signal Section,Cellular Biology Section,0.0718562874251497
Viral Pathogenesis Section (Laboratory of Viral Diseases),Structural Biology Section,0.0718562874251497
Pathogen-Host Cell Biology Section,Barrier Immunity Section,0.07183098591549296
Malaria Functional Genomics Section,Cellular Immunology Section,0.07182067703568161
Retroviral Immunology Section,Fungal Pathogenesis Section,0.07180570221752904
Viral Pathogenesis and Vaccine Section,Infectious Disease Fellowship Training Program,0.07178841309823678
Type 2 Immunity Section,Epithelial Therapeutics Unit,0.07177033492822966
TSE/Prion Biochemistry Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07174490699734277
Viral Pathogenesis and Evolution Section,DNA Tumor Virus Section,0.07173489278752436
Pathogenesis and Immunity Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07170542635658915
Vaccine Development Unit,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07170542635658915
Neuroimmunological Diseases Section,Barrier Immunity Section,0.07169811320754717
Human Immunological Diseases Section,Chemotaxis Signal Section,0.07169192953707497
Scientist Emerita,Apicomplexan Molecular Physiology Section,0.0716820440028389
Inflammation Biology Section,Fungal Pathogenesis Section,0.07167630057803469
Pathogen-Host Cell Biology Section,Innate Immunity and Pathogenesis Section,0.07167235494880546
Metaorganism Immunity Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.07166778298727394
Pathogen Molecular Genetics Section,Molecular Pathogenesis and Biomarkers Section,0.07166123778501629
Pathogenesis and Immunity Section,Neuroimmunological Diseases Section,0.07165541881699088
Vaccine Development Unit,Neuroimmunological Diseases Section,0.07165541881699088
Molecular Defenses Section,Inflammation & Innate Immunity Unit,0.07163958641063516
Molecular HIV Host Interactions Section,Immune Activation Section,0.07163944105491045
Molecular Signaling Section,Molecular HIV Host Interactions Section,0.07163944105491045
LID Clinical Studies Unit,Immune Activation Section,0.07163323782234957
Molecular Signaling Section,LID Clinical Studies Unit,0.07163323782234957
Immunobiology Section,Food Allergy Research Section,0.07161687170474516
Neuroimmunological Diseases Section,Computational Biology Unit,0.0715909090909091
Human Immunological Diseases Section,Functional Cellular Networks Section,0.07158937415578569
Neuroimmunological Diseases Section,LID Clinical Studies Unit,0.07157676348547717
Buildings 4 and 10/11C127,Autoimmunity and Functional Genomics Section,0.07157057654075547
Structural Immunology Section,Pathogenesis and Immunity Section,0.07156741473758614
Vaccine Development Unit,Structural Immunology Section,0.07156741473758614
Salmonella-Host Cell Interactions Section,Nonhuman Primate Virology Section,0.07155425219941348
Viral Biochemistry Section,Mucosal Immunity Section,0.07154405820533549
Viral Pathogenesis and Evolution Section,Pathogen-Host Cell Biology Section,0.07154405820533549
Infectious Disease Fellowship Training Program,Food Allergy Research Section,0.07154213036565978
Mucosal Immunity Section,Food Allergy Research Section,0.0715187210769878
Human Eosinophil Section,Helminth Immunology Section,0.07151230949589683
Helminth Immunology Section,Epidemiology and Population Studies Unit,0.07150755621083671
Food Allergy Research Section,Apicomplexan Molecular Physiology Section,0.07150050352467271
Viral Immunology Section,Viral Biology Section,0.0714828897338403
Molecular Genetics Section (Laboratory of Viral Diseases),Cell Signaling and Immunity Section,0.07147962830593281
Physiology Unit,Molecular and Cellular Immunology Section,0.07146027518863737
Tuberculosis Research Section,Physiology Unit,0.0714495736548074
Integrative Immunobiology Section,Chlamydial Diseases Section,0.07142857142857142
Mucosal Immunobiology Section,Human Eosinophil Section,0.07142857142857142
Quantitative Virology and Evolution Unit,Fungal Pathogenesis Section,0.07142857142857142
Structural Immunology Section,Molecular Pathogenesis and Biomarkers Section,0.07142857142857142
Translational Allergic Immunopathology Unit,Caliciviruses Section,0.07142857142857142
Translational Allergic Immunopathology Unit,Primary Immune Deficiency Clinic,0.07142857142857142
Mast Cell Biology Section,Hepatic Pathogenesis Section,0.07141190198366394
Mucosal Immunity Section,Barrier Immunity Section,0.07136929460580912
T-Cell Tolerance and Memory Section,Molecular Microbiology Section,0.07135969141755062
Vector Molecular Biology Section,Primary Immune Deficiency Clinic,0.07135306553911205
Structural Biology Section,Malaria Cell Biology Section,0.07134831460674157
Primary Immune Deficiency Clinic,Host-Pathogen Interactions and Structural Vaccinology Section,0.07133917396745933
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular HIV Host Interactions Section,0.07131722525331255
Host-Parasite Interactions Section,Cell Signaling and Immunity Section,0.0713166144200627
Infectious Disease Fellowship Training Program,Cellular Biology Section,0.071313672922252
Viral Biochemistry Section,Epithelial Therapeutics Unit,0.07128712871287128
Retroviral Immunology Section,Computational Biology Unit,0.0712719298245614
Molecular and Cellular Immunoregulation Section,Cellular Biology Section,0.07125506072874493
Integrative Immunobiology Section,HIV-Specific Immunity Section,0.07123655913978495
Virus Ecology Section,Malaria Functional Genomics Section,0.0711743772241993
Vector Molecular Biology Section,Genetic Engineering Section,0.0711727842435094
Translational Mycology Section,Structural Immunology Section,0.07116499736425935
Pathogen-Host Cell Biology Section,Lung and Vascular Inflammation Section,0.07116303770578863
Viral Pathogenesis Section (Laboratory of Immunoregulation),Integrative Immunobiology Section,0.07116104868913857
Primary Immune Deficiency Clinic,Molecular Pathology Section,0.07115278543849972
Viral Pathogenesis and Vaccine Section,Mast Cell Biology Section,0.07112887112887113
Molecular HIV Host Interactions Section,Disease Modeling and Transmission Section,0.07112654787073391
Microbial Pathogenesis Section,DNA Tumor Virus Section,0.07111111111111111
LID Clinical Studies Unit,Integrative Immunobiology Section,0.07110091743119266
Tuberculosis Research Section,Epidemiology and Population Studies Unit,0.07109144542772862
Tuberculosis Research Section,Cellular Biology Section,0.07109004739336493
Viral Biology Section,Antibacterial Host Defense Unit,0.07106076210092688
Pathogen Molecular Genetics Section,Mosquito Immunity and Vector Competence Section,0.07101865136298421
Barrier Immunity Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07100591715976332
Helminth Immunology Section,HIV Immunovirology Section,0.07098525989138868
T-Lymphocyte Biology Section,Molecular Pathology Section,0.07097149505526469
Chemotaxis Signal Section,Barrier Immunity Section,0.07096774193548387
Clinical and Molecular Retrovirology Section,Apicomplexan Molecular Physiology Section,0.07096774193548387
T-Cell Tolerance and Memory Section,Pathogen Molecular Genetics Section,0.07095553453169347
Intracellular Parasite Biology Section,Buildings 4 and 10/11C127,0.070926143024619
Genetic Immunotherapy Section,Epidemiology and Population Studies Unit,0.07091029023746702
